CustomerID,PurchaseFrequency,CohortMonth,FrequencySegment
14529,3,01-10-2011,Medium Frequency
14530,6,01-06-2011,High Frequency
14532,4,,Medium Frequency
14533,7,01-09-2011,High Frequency
14534,18,01-02-2011,High Frequency
14535,3,01-04-2011,Medium Frequency
14536,1,,Low Frequency
14537,1,,Low Frequency
14538,2,01-10-2011,Medium Frequency
14539,2,,Medium Frequency
14540,3,01-02-2011,Medium Frequency
14541,8,01-04-2011,High Frequency
14542,1,01-06-2011,Low Frequency
14543,16,01-12-2010,High Frequency
14544,2,,Medium Frequency
14546,5,01-04-2011,High Frequency
14547,8,01-11-2011,High Frequency
14548,2,01-07-2011,Medium Frequency
14549,1,01-02-2011,Low Frequency
14550,2,,Medium Frequency
14551,2,,Medium Frequency
14552,1,01-07-2011,Low Frequency
14553,5,01-01-2011,High Frequency
14554,4,,Medium Frequency
14555,2,01-02-2011,Medium Frequency
14557,1,,Low Frequency
14560,22,01-02-2011,High Frequency
14561,3,01-06-2011,Medium Frequency
14562,18,01-02-2011,High Frequency
14565,4,01-09-2011,Medium Frequency
14566,1,,Low Frequency
14567,2,01-08-2011,Medium Frequency
14569,1,01-12-2011,Low Frequency
14570,2,01-03-2011,Medium Frequency
14572,7,01-12-2011,High Frequency
14573,9,01-12-2010,High Frequency
14576,1,01-12-2010,Low Frequency
14577,4,01-12-2010,Medium Frequency
14578,1,01-12-2011,Low Frequency
14581,1,,Low Frequency
14582,1,,Low Frequency
14583,5,01-06-2011,High Frequency
14584,4,01-06-2011,Medium Frequency
14585,1,,Low Frequency
14586,1,01-03-2011,Low Frequency
14587,9,01-01-2011,High Frequency
14589,1,01-12-2010,Low Frequency
14591,4,01-05-2011,Medium Frequency
14592,3,01-10-2011,Medium Frequency
14593,3,,Medium Frequency
14594,2,01-12-2010,Medium Frequency
14595,6,01-10-2011,High Frequency
14597,2,01-06-2011,Medium Frequency
14598,1,,Low Frequency
14600,1,01-02-2011,Low Frequency
14601,1,,Low Frequency
14603,1,01-03-2011,Low Frequency
14606,93,01-12-2010,High Frequency
14607,14,01-11-2011,High Frequency
14608,4,01-12-2010,Medium Frequency
14609,4,,Medium Frequency
14616,3,01-04-2011,Medium Frequency
14618,3,01-01-2011,Medium Frequency
14619,1,01-04-2011,Low Frequency
14620,2,01-03-2011,Medium Frequency
14621,5,01-06-2011,High Frequency
14622,1,01-06-2011,Low Frequency
14623,5,01-06-2011,High Frequency
14624,2,01-10-2011,Medium Frequency
14625,2,,Medium Frequency
14626,4,01-08-2011,Medium Frequency
14628,2,01-04-2011,Medium Frequency
14629,2,01-12-2011,Medium Frequency
14631,3,,Medium Frequency
14632,1,,Low Frequency
14633,1,,Low Frequency
14636,2,01-11-2011,Medium Frequency
14638,1,,Low Frequency
14639,6,01-08-2011,High Frequency
14640,6,01-08-2011,High Frequency
14641,1,,Low Frequency
14642,1,01-10-2011,Low Frequency
14643,2,,Medium Frequency
14644,2,01-10-2011,Medium Frequency
14645,2,01-03-2011,Medium Frequency
14646,73,01-02-2011,High Frequency
14647,1,,Low Frequency
14649,4,01-05-2011,Medium Frequency
14651,2,01-05-2011,Medium Frequency
14652,1,,Low Frequency
14653,7,01-01-2011,High Frequency
14655,4,01-05-2011,Medium Frequency
14656,2,01-03-2011,Medium Frequency
14657,4,01-03-2011,Medium Frequency
14658,2,01-12-2011,Medium Frequency
14659,9,01-05-2011,High Frequency
14660,2,,Medium Frequency
14661,1,,Low Frequency
14662,4,01-03-2011,Medium Frequency
14664,2,01-11-2011,Medium Frequency
14665,5,01-02-2011,High Frequency
14666,1,,Low Frequency
14667,25,01-12-2010,High Frequency
14669,3,01-01-2011,Medium Frequency
14670,2,01-03-2011,Medium Frequency
14672,2,01-01-2011,Medium Frequency
14673,5,01-12-2010,High Frequency
14675,1,,Low Frequency
14676,6,01-03-2011,High Frequency
14680,16,01-12-2010,High Frequency
14681,3,01-05-2011,Medium Frequency
14682,2,01-06-2011,Medium Frequency
14684,5,01-12-2010,High Frequency
14687,1,,Low Frequency
14688,21,01-12-2010,High Frequency
14689,1,,Low Frequency
14690,2,01-07-2011,Medium Frequency
14691,5,01-05-2011,High Frequency
14692,4,,Medium Frequency
14693,1,,Low Frequency
14696,7,01-12-2010,High Frequency
14697,2,01-05-2011,Medium Frequency
14698,5,01-12-2011,High Frequency
14699,1,01-05-2011,Low Frequency
14700,3,01-06-2011,Medium Frequency
14701,9,01-03-2011,High Frequency
14702,17,01-12-2010,High Frequency
14703,1,,Low Frequency
14704,9,01-06-2011,High Frequency
14705,1,,Low Frequency
14708,3,01-12-2010,Medium Frequency
14709,13,01-03-2011,High Frequency
14710,4,01-10-2011,Medium Frequency
14711,11,01-04-2011,High Frequency
14712,3,01-11-2011,Medium Frequency
14713,11,01-12-2010,High Frequency
14714,1,,Low Frequency
14715,4,01-01-2011,Medium Frequency
14716,2,,Medium Frequency
14719,5,01-04-2011,High Frequency
14720,3,01-08-2011,Medium Frequency
14722,1,,Low Frequency
14723,6,01-12-2010,High Frequency
14725,1,,Low Frequency
14727,1,01-03-2011,Low Frequency
14729,1,01-12-2010,Low Frequency
14730,8,01-03-2011,High Frequency
14731,3,01-05-2011,Medium Frequency
14732,8,01-01-2011,High Frequency
14733,12,01-12-2010,High Frequency
14735,32,01-02-2011,High Frequency
14737,3,01-08-2011,Medium Frequency
14738,7,01-04-2011,High Frequency
14739,7,01-12-2010,High Frequency
14740,3,01-03-2011,Medium Frequency
14741,6,01-12-2010,High Frequency
14744,7,01-12-2010,High Frequency
14745,5,01-06-2011,High Frequency
14747,1,01-04-2011,Low Frequency
14748,5,01-12-2010,High Frequency
14752,1,,Low Frequency
14753,1,,Low Frequency
14754,2,,Medium Frequency
14755,11,01-01-2011,High Frequency
14756,1,,Low Frequency
14757,1,,Low Frequency
14758,4,,Medium Frequency
14759,3,01-12-2011,Medium Frequency
14760,1,,Low Frequency
14761,2,01-01-2011,Medium Frequency
14762,1,,Low Frequency
14764,1,,Low Frequency
14765,3,01-11-2011,Medium Frequency
14766,6,01-12-2010,High Frequency
14768,2,01-08-2011,Medium Frequency
14769,8,01-12-2011,High Frequency
14770,2,,Medium Frequency
14772,1,,Low Frequency
14775,3,01-12-2010,Medium Frequency
14776,11,01-05-2011,High Frequency
14778,2,01-02-2011,Medium Frequency
14779,3,01-03-2011,Medium Frequency
14780,2,,Medium Frequency
14782,1,,Low Frequency
14784,2,,Medium Frequency
14785,2,,Medium Frequency
14788,2,01-12-2011,Medium Frequency
14789,1,01-11-2011,Low Frequency
14790,4,01-08-2011,Medium Frequency
14792,1,01-10-2011,Low Frequency
14793,1,,Low Frequency
14794,7,01-01-2011,High Frequency
14795,1,,Low Frequency
14796,17,01-12-2010,High Frequency
14798,3,01-02-2011,Medium Frequency
14799,1,,Low Frequency
14800,12,01-12-2010,High Frequency
14801,1,01-10-2011,Low Frequency
14803,3,01-03-2011,Medium Frequency
14804,1,01-12-2011,Low Frequency
14805,4,,Medium Frequency
14806,1,,Low Frequency
14808,8,01-07-2011,High Frequency
14810,11,01-12-2010,High Frequency
14813,2,01-12-2010,Medium Frequency
14815,2,01-10-2011,Medium Frequency
14816,1,,Low Frequency
14817,2,01-03-2011,Medium Frequency
14818,3,,Medium Frequency
14819,2,01-10-2011,Medium Frequency
14820,4,01-11-2011,Medium Frequency
14821,1,01-12-2010,Low Frequency
14823,3,01-06-2011,Medium Frequency
14824,4,01-09-2011,Medium Frequency
14825,12,01-12-2010,High Frequency
14828,3,01-01-2011,Medium Frequency
14829,4,01-12-2010,Medium Frequency
14830,1,,Low Frequency
14834,6,01-08-2011,High Frequency
14836,3,01-11-2011,Medium Frequency
14837,4,01-09-2011,Medium Frequency
14840,1,,Low Frequency
14841,6,01-03-2011,High Frequency
14842,4,01-02-2011,Medium Frequency
14844,4,01-04-2011,Medium Frequency
14847,1,,Low Frequency
14849,25,01-12-2010,High Frequency
14850,1,01-02-2011,Low Frequency
14851,2,,Medium Frequency
14852,6,01-04-2011,High Frequency
14853,2,01-05-2011,Medium Frequency
14854,7,01-03-2011,High Frequency
14855,2,01-08-2011,Medium Frequency
14856,3,01-11-2011,Medium Frequency
14857,2,01-10-2011,Medium Frequency
14859,4,,Medium Frequency
14860,1,,Low Frequency
14861,1,,Low Frequency
14862,2,,Medium Frequency
14863,1,01-11-2011,Low Frequency
14865,2,01-12-2010,Medium Frequency
14866,12,01-12-2010,High Frequency
14867,3,01-01-2011,Medium Frequency
14868,8,01-07-2011,High Frequency
14869,2,01-12-2011,Medium Frequency
14870,1,,Low Frequency
14871,4,01-12-2011,Medium Frequency
14873,1,,Low Frequency
14875,2,,Medium Frequency
14878,9,01-06-2011,High Frequency
14880,3,01-06-2011,Medium Frequency
14881,1,,Low Frequency
14882,2,01-11-2011,Medium Frequency
14883,6,01-05-2011,High Frequency
14885,1,,Low Frequency
14886,1,01-04-2011,Low Frequency
14887,1,,Low Frequency
14888,1,,Low Frequency
14889,1,01-01-2011,Low Frequency
14890,1,,Low Frequency
14891,2,01-06-2011,Medium Frequency
14893,2,,Medium Frequency
14894,1,,Low Frequency
14895,20,01-04-2011,High Frequency
14896,2,01-12-2010,Medium Frequency
14897,4,01-09-2011,Medium Frequency
14898,6,01-12-2010,High Frequency
14901,9,01-12-2010,High Frequency
14902,1,,Low Frequency
14903,5,01-03-2011,High Frequency
14904,2,01-12-2011,Medium Frequency
14905,2,01-07-2011,Medium Frequency
14907,7,01-12-2010,High Frequency
14908,1,,Low Frequency
14910,4,01-11-2011,Medium Frequency
14911,201,01-12-2010,High Frequency
14912,2,01-04-2011,Medium Frequency
14913,4,01-03-2011,Medium Frequency
14915,2,01-03-2011,Medium Frequency
14916,4,01-09-2011,Medium Frequency
14918,2,01-07-2011,Medium Frequency
14920,2,01-05-2011,Medium Frequency
14921,2,01-11-2011,Medium Frequency
14923,1,,Low Frequency
14924,1,01-04-2011,Low Frequency
14929,1,01-11-2011,Low Frequency
14930,3,01-03-2011,Medium Frequency
14931,5,01-12-2011,High Frequency
14932,1,01-12-2010,Low Frequency
14934,2,01-03-2011,Medium Frequency
14935,1,,Low Frequency
14936,8,01-03-2011,High Frequency
14937,3,01-08-2011,Medium Frequency
14944,12,01-05-2011,High Frequency
14946,1,,Low Frequency
14947,2,01-08-2011,Medium Frequency
14948,6,01-05-2011,High Frequency
14950,1,,Low Frequency
14951,1,,Low Frequency
14952,11,01-12-2010,High Frequency
14953,1,,Low Frequency
14954,1,,Low Frequency
14957,1,,Low Frequency
14958,3,01-04-2011,Medium Frequency
14959,4,01-05-2011,Medium Frequency
14960,2,01-12-2011,Medium Frequency
14961,9,01-04-2011,High Frequency
14962,1,,Low Frequency
14963,5,01-06-2011,High Frequency
14964,1,01-04-2011,Low Frequency
14965,2,01-09-2011,Medium Frequency
14966,1,,Low Frequency
14967,1,,Low Frequency
14968,1,01-11-2011,Low Frequency
14970,4,01-04-2011,Medium Frequency
14971,3,01-11-2011,Medium Frequency
14972,1,01-08-2011,Low Frequency
14973,3,,Medium Frequency
14974,1,01-11-2011,Low Frequency
14975,1,,Low Frequency
14976,7,01-03-2011,High Frequency
14978,5,,High Frequency
14981,1,01-04-2011,Low Frequency
14984,2,01-06-2011,Medium Frequency
14985,2,,Medium Frequency
14987,2,01-12-2010,Medium Frequency
14988,1,01-05-2011,Low Frequency
14995,2,01-03-2011,Medium Frequency
14997,3,01-09-2011,Medium Frequency
14998,2,01-04-2011,Medium Frequency
15000,1,,Low Frequency
15002,4,01-12-2010,Medium Frequency
15004,1,,Low Frequency
15005,28,01-12-2010,High Frequency
15006,1,,Low Frequency
15007,1,01-07-2011,Low Frequency
15009,3,,Medium Frequency
15010,1,01-11-2011,Low Frequency
15012,2,01-12-2010,Medium Frequency
15014,2,,Medium Frequency
15016,1,,Low Frequency
15017,1,01-11-2011,Low Frequency
15018,3,01-12-2010,Medium Frequency
15019,1,,Low Frequency
15021,9,01-12-2010,High Frequency
15022,4,,Medium Frequency
15023,11,01-12-2010,High Frequency
15024,10,01-12-2010,High Frequency
15025,1,01-11-2011,Low Frequency
15026,3,01-03-2011,Medium Frequency
15027,4,01-05-2011,Medium Frequency
15028,4,01-12-2010,Medium Frequency
15030,2,,Medium Frequency
15031,4,01-03-2011,Medium Frequency
15032,3,01-12-2010,Medium Frequency
15033,10,01-07-2011,High Frequency
15034,8,01-01-2011,High Frequency
15035,1,01-09-2011,Low Frequency
15036,3,,Medium Frequency
15038,6,01-12-2010,High Frequency
15039,47,01-12-2010,High Frequency
15041,1,,Low Frequency
15042,1,,Low Frequency
15043,1,01-11-2011,Low Frequency
15044,17,01-12-2010,High Frequency
15045,2,01-07-2011,Medium Frequency
15046,15,01-01-2011,High Frequency
15047,1,,Low Frequency
15048,4,01-12-2010,Medium Frequency
15049,1,01-03-2011,Low Frequency
15050,3,,Medium Frequency
15051,3,01-07-2011,Medium Frequency
15052,1,,Low Frequency
15053,3,01-03-2011,Medium Frequency
15054,2,,Medium Frequency
15057,2,01-03-2011,Medium Frequency
15058,11,01-04-2011,High Frequency
15059,9,01-01-2011,High Frequency
15060,4,01-12-2011,Medium Frequency
15061,48,01-12-2010,High Frequency
15062,4,01-05-2011,Medium Frequency
15063,1,01-05-2011,Low Frequency
15065,4,01-11-2011,Medium Frequency
15066,1,,Low Frequency
15067,3,01-03-2011,Medium Frequency
15068,2,,Medium Frequency
15069,1,,Low Frequency
15070,1,01-12-2010,Low Frequency
15071,2,01-03-2011,Medium Frequency
15073,3,01-06-2011,Medium Frequency
15074,1,,Low Frequency
15075,1,,Low Frequency
15076,1,,Low Frequency
15078,32,01-12-2010,High Frequency
15079,4,01-12-2010,Medium Frequency
15081,5,01-12-2010,High Frequency
15083,1,,Low Frequency
15087,1,01-03-2011,Low Frequency
15088,2,01-10-2011,Medium Frequency
15089,6,01-08-2011,High Frequency
15090,1,01-02-2011,Low Frequency
15091,1,01-10-2011,Low Frequency
15092,2,01-03-2011,Medium Frequency
15093,6,01-12-2010,High Frequency
15095,4,,Medium Frequency
15096,1,,Low Frequency
15097,1,01-12-2011,Low Frequency
15098,3,01-06-2011,Medium Frequency
15099,1,,Low Frequency
15100,3,01-12-2010,Medium Frequency
15101,2,01-12-2011,Medium Frequency
15103,2,01-11-2011,Medium Frequency
15104,2,01-03-2011,Medium Frequency
15105,7,01-10-2011,High Frequency
15106,5,01-05-2011,High Frequency
15107,6,01-12-2010,High Frequency
15108,4,01-06-2011,Medium Frequency
15109,1,01-04-2011,Low Frequency
15110,4,01-08-2011,Medium Frequency
15111,3,01-12-2010,Medium Frequency
15113,3,,Medium Frequency
15114,10,01-02-2011,High Frequency
15115,1,,Low Frequency
15116,4,,Medium Frequency
15117,5,01-05-2011,High Frequency
15118,1,,Low Frequency
15119,1,01-04-2011,Low Frequency
15120,1,,Low Frequency
15121,2,,Medium Frequency
15122,3,,Medium Frequency
15123,2,01-12-2011,Medium Frequency
15124,2,01-06-2011,Medium Frequency
15125,15,01-10-2011,High Frequency
15127,1,01-10-2011,Low Frequency
15128,4,01-05-2011,Medium Frequency
15129,11,01-05-2011,High Frequency
15130,1,,Low Frequency
15132,5,,High Frequency
15133,3,01-02-2011,Medium Frequency
15134,8,01-05-2011,High Frequency
15135,1,,Low Frequency
15136,4,01-09-2011,Medium Frequency
15139,2,01-01-2011,Medium Frequency
15140,7,,High Frequency
15142,1,,Low Frequency
15143,1,,Low Frequency
15144,17,01-05-2011,High Frequency
15145,4,01-04-2011,Medium Frequency
15146,2,,Medium Frequency
15147,1,,Low Frequency
15148,1,,Low Frequency
15149,1,,Low Frequency
15150,10,01-06-2011,High Frequency
15152,13,01-06-2011,High Frequency
15153,1,01-11-2011,Low Frequency
15154,1,,Low Frequency
15156,3,01-11-2011,Medium Frequency
15157,3,01-07-2011,Medium Frequency
15158,1,,Low Frequency
15159,30,01-05-2011,High Frequency
15160,1,,Low Frequency
15163,2,,Medium Frequency
15164,3,01-01-2011,Medium Frequency
15165,1,01-12-2010,Low Frequency
15167,1,,Low Frequency
15168,1,,Low Frequency
15171,1,01-01-2011,Low Frequency
15172,5,01-12-2011,High Frequency
15174,1,,Low Frequency
15175,1,,Low Frequency
15178,1,,Low Frequency
15179,5,01-04-2011,High Frequency
15180,1,01-12-2010,Low Frequency
15181,3,01-10-2011,Medium Frequency
15182,2,01-07-2011,Medium Frequency
15184,2,01-06-2011,Medium Frequency
15185,1,,Low Frequency
15186,2,,Medium Frequency
15187,16,01-05-2011,High Frequency
15189,41,01-01-2011,High Frequency
15192,3,01-12-2010,Medium Frequency
15193,1,01-10-2011,Low Frequency
15194,15,01-12-2010,High Frequency
15195,1,01-12-2011,Low Frequency
15197,3,01-04-2011,Medium Frequency
15198,2,01-08-2011,Medium Frequency
15199,4,01-02-2011,Medium Frequency
15201,5,01-04-2011,High Frequency
15203,6,01-02-2011,High Frequency
15204,1,,Low Frequency
15205,2,01-08-2011,Medium Frequency
15206,4,01-03-2011,Medium Frequency
15208,5,01-10-2011,High Frequency
15210,1,,Low Frequency
15211,2,01-12-2010,Medium Frequency
15212,1,01-04-2011,Low Frequency
15213,2,,Medium Frequency
15214,8,01-04-2011,High Frequency
15215,3,01-09-2011,Medium Frequency
15216,1,,Low Frequency
15218,11,01-05-2011,High Frequency
15219,1,,Low Frequency
15220,6,01-03-2011,High Frequency
15221,1,01-12-2010,Low Frequency
15222,1,,Low Frequency
15223,2,01-04-2011,Medium Frequency
15224,2,01-12-2010,Medium Frequency
15225,1,,Low Frequency
15226,1,01-02-2011,Low Frequency
15227,5,01-05-2011,High Frequency
15228,4,01-08-2011,Medium Frequency
15230,2,,Medium Frequency
15232,2,,Medium Frequency
15234,1,01-03-2011,Low Frequency
15235,12,01-12-2010,High Frequency
15236,1,,Low Frequency
15237,4,01-12-2011,Medium Frequency
15238,3,01-06-2011,Medium Frequency
15239,2,,Medium Frequency
15240,5,01-02-2011,High Frequency
15241,8,01-03-2011,High Frequency
15243,1,,Low Frequency
15244,2,01-04-2011,Medium Frequency
15245,3,01-06-2011,Medium Frequency
15246,2,,Medium Frequency
15247,1,01-08-2011,Low Frequency
15249,13,01-05-2011,High Frequency
15251,11,01-04-2011,High Frequency
15252,2,01-06-2011,Medium Frequency
15253,5,01-09-2011,High Frequency
15254,1,01-08-2011,Low Frequency
15255,1,01-10-2011,Low Frequency
15256,1,,Low Frequency
15257,1,01-03-2011,Low Frequency
15258,2,01-05-2011,Medium Frequency
15260,7,01-12-2010,High Frequency
15261,1,,Low Frequency
15262,1,,Low Frequency
15263,1,,Low Frequency
15264,1,01-10-2011,Low Frequency
15265,2,01-07-2011,Medium Frequency
15266,1,01-01-2011,Low Frequency
15267,5,01-06-2011,High Frequency
15269,1,,Low Frequency
15270,7,01-02-2011,High Frequency
15271,15,01-12-2010,High Frequency
15272,2,,Medium Frequency
15274,2,01-12-2011,Medium Frequency
15275,1,01-11-2011,Low Frequency
15276,1,01-10-2011,Low Frequency
15277,1,,Low Frequency
15279,1,,Low Frequency
15280,1,,Low Frequency
15281,9,01-01-2011,High Frequency
15286,1,,Low Frequency
15287,2,,Medium Frequency
15288,5,01-12-2010,High Frequency
15289,3,01-04-2011,Medium Frequency
15290,18,01-03-2011,High Frequency
15291,15,01-12-2010,High Frequency
15292,1,,Low Frequency
15296,6,01-05-2011,High Frequency
15297,3,01-10-2011,Medium Frequency
15298,12,01-12-2010,High Frequency
15299,7,01-12-2010,High Frequency
15300,1,01-10-2011,Low Frequency
15301,12,01-12-2010,High Frequency
15303,1,,Low Frequency
15304,8,01-12-2010,High Frequency
15306,3,01-09-2011,Medium Frequency
15307,1,01-09-2011,Low Frequency
15308,1,01-03-2011,Low Frequency
15311,91,01-12-2010,High Frequency
15312,4,01-05-2011,Medium Frequency
15313,1,,Low Frequency
15314,1,,Low Frequency
15315,2,01-10-2011,Medium Frequency
15316,1,,Low Frequency
15318,1,01-12-2011,Low Frequency
15319,1,01-03-2011,Low Frequency
15320,1,,Low Frequency
15321,3,,Medium Frequency
15322,1,,Low Frequency
15325,1,,Low Frequency
15326,1,01-01-2011,Low Frequency
15327,1,,Low Frequency
15329,3,,Medium Frequency
15330,2,01-10-2011,Medium Frequency
15332,4,01-12-2010,Medium Frequency
15333,1,,Low Frequency
15334,3,01-07-2011,Medium Frequency
15335,1,,Low Frequency
15339,2,01-10-2011,Medium Frequency
15341,1,,Low Frequency
15342,1,01-08-2011,Low Frequency
15343,1,,Low Frequency
15344,3,01-11-2011,Medium Frequency
15345,1,,Low Frequency
15346,1,01-01-2011,Low Frequency
15347,1,01-12-2010,Low Frequency
15348,1,,Low Frequency
15349,2,01-06-2011,Medium Frequency
15350,1,01-12-2010,Low Frequency
15351,7,01-12-2010,High Frequency
15353,2,01-12-2010,Medium Frequency
15355,2,01-11-2011,Medium Frequency
15356,10,01-12-2010,High Frequency
15358,22,01-12-2010,High Frequency
15360,1,,Low Frequency
15361,1,,Low Frequency
15363,1,01-12-2010,Low Frequency
15364,2,01-09-2011,Medium Frequency
15365,7,01-09-2011,High Frequency
15366,2,,Medium Frequency
15367,4,01-03-2011,Medium Frequency
15368,1,,Low Frequency
15370,7,01-01-2011,High Frequency
15372,1,,Low Frequency
15373,12,01-12-2010,High Frequency
15374,1,01-08-2011,Low Frequency
15376,3,01-05-2011,Medium Frequency
15379,7,01-01-2011,High Frequency
15380,5,01-12-2010,High Frequency
15381,2,01-05-2011,Medium Frequency
15382,6,01-06-2011,High Frequency
15384,2,,Medium Frequency
15385,1,,Low Frequency
15386,1,01-06-2011,Low Frequency
15388,1,,Low Frequency
15389,1,,Low Frequency
15392,4,01-09-2011,Medium Frequency
15393,2,01-03-2011,Medium Frequency
15394,4,,Medium Frequency
15395,1,,Low Frequency
15396,1,,Low Frequency
15397,1,,Low Frequency
15398,2,,Medium Frequency
15399,3,01-12-2011,Medium Frequency
15400,5,01-03-2011,High Frequency
15402,2,,Medium Frequency
15405,1,01-06-2011,Low Frequency
15406,2,01-02-2011,Medium Frequency
15407,4,01-02-2011,Medium Frequency
15408,1,,Low Frequency
15410,8,01-08-2011,High Frequency
15411,4,01-06-2011,Medium Frequency
15412,1,,Low Frequency
15414,3,01-04-2011,Medium Frequency
15415,1,,Low Frequency
15416,4,01-03-2011,Medium Frequency
15417,1,,Low Frequency
15419,1,,Low Frequency
15421,4,01-02-2011,Medium Frequency
15422,2,,Medium Frequency
15423,1,01-11-2011,Low Frequency
15424,2,,Medium Frequency
15426,5,01-12-2010,High Frequency
15427,3,01-11-2011,Medium Frequency
15428,1,,Low Frequency
15429,2,,Medium Frequency
15432,1,,Low Frequency
15433,2,01-05-2011,Medium Frequency
15434,5,01-11-2011,High Frequency
15435,1,,Low Frequency
15436,3,,Medium Frequency
15437,1,,Low Frequency
15438,1,,Low Frequency
15440,3,,Medium Frequency
15442,1,01-04-2011,Low Frequency
15443,7,01-12-2011,High Frequency
15444,2,,Medium Frequency
15445,1,,Low Frequency
15447,1,,Low Frequency
15448,1,,Low Frequency
15449,3,01-06-2011,Medium Frequency
15450,1,01-11-2011,Low Frequency
15452,3,01-11-2011,Medium Frequency
15453,7,01-06-2011,High Frequency
15454,1,01-12-2010,Low Frequency
15456,3,01-03-2011,Medium Frequency
15457,1,,Low Frequency
15458,1,,Low Frequency
15460,1,,Low Frequency
15462,3,01-06-2011,Medium Frequency
15463,1,01-11-2011,Low Frequency
15464,1,01-01-2011,Low Frequency
15465,18,01-12-2010,High Frequency
15466,1,,Low Frequency
15467,3,01-07-2011,Medium Frequency
15468,2,,Medium Frequency
15469,2,01-08-2011,Medium Frequency
15471,1,01-12-2011,Low Frequency
15472,1,,Low Frequency
15473,7,01-10-2011,High Frequency
15475,1,,Low Frequency
15478,2,,Medium Frequency
15480,1,,Low Frequency
15482,12,01-04-2011,High Frequency
15483,4,01-07-2011,Medium Frequency
15484,4,01-12-2011,Medium Frequency
15485,3,01-12-2010,Medium Frequency
15488,1,01-09-2011,Low Frequency
15489,3,01-05-2011,Medium Frequency
15491,6,01-05-2011,High Frequency
15492,2,01-11-2011,Medium Frequency
15493,5,01-04-2011,High Frequency
15494,2,01-08-2011,Medium Frequency
15497,2,,Medium Frequency
15498,27,01-12-2010,High Frequency
15500,4,01-12-2011,Medium Frequency
15502,12,01-12-2010,High Frequency
15503,1,01-12-2010,Low Frequency
15504,1,,Low Frequency
15505,5,01-07-2011,High Frequency
15506,3,,Medium Frequency
15507,1,,Low Frequency
15508,6,01-05-2011,High Frequency
15510,1,,Low Frequency
15511,5,01-11-2011,High Frequency
15512,2,01-07-2011,Medium Frequency
15513,19,01-12-2010,High Frequency
15514,11,01-12-2010,High Frequency
15516,3,,Medium Frequency
15517,1,,Low Frequency
15518,8,01-01-2011,High Frequency
15520,1,01-12-2011,Low Frequency
15521,8,01-04-2011,High Frequency
15522,2,01-11-2011,Medium Frequency
15523,1,,Low Frequency
15524,1,,Low Frequency
15525,3,01-12-2010,Medium Frequency
15526,2,01-11-2011,Medium Frequency
15527,8,01-05-2011,High Frequency
15528,1,,Low Frequency
15529,11,01-12-2010,High Frequency
15530,4,01-04-2011,Medium Frequency
15531,2,01-11-2011,Medium Frequency
15532,4,,Medium Frequency
15533,3,01-09-2011,Medium Frequency
15535,4,,Medium Frequency
15537,1,,Low Frequency
15539,1,01-12-2011,Low Frequency
15540,1,,Low Frequency
15541,1,,Low Frequency
15543,1,,Low Frequency
15544,9,01-12-2010,High Frequency
15545,2,01-12-2010,Medium Frequency
15547,14,01-12-2010,High Frequency
15549,3,01-07-2011,Medium Frequency
15550,4,01-02-2011,Medium Frequency
15551,1,01-11-2011,Low Frequency
15552,1,01-05-2011,Low Frequency
15553,1,01-10-2011,Low Frequency
15554,1,01-03-2011,Low Frequency
15555,16,01-12-2010,High Frequency
15556,1,,Low Frequency
15557,1,01-11-2011,Low Frequency
15561,4,01-05-2011,Medium Frequency
15562,1,,Low Frequency
15563,4,,Medium Frequency
15565,2,,Medium Frequency
15567,1,,Low Frequency
15568,3,01-12-2011,Medium Frequency
15569,5,01-01-2011,High Frequency
15570,12,01-12-2010,High Frequency
15571,4,01-11-2011,Medium Frequency
15572,7,01-03-2011,High Frequency
15573,2,01-11-2011,Medium Frequency
15574,4,01-12-2010,Medium Frequency
15576,1,01-11-2011,Low Frequency
15577,3,01-02-2011,Medium Frequency
15578,1,,Low Frequency
15579,2,01-10-2011,Medium Frequency
15581,13,01-12-2010,High Frequency
15582,3,01-05-2011,Medium Frequency
15584,4,,Medium Frequency
15585,1,,Low Frequency
15587,4,01-09-2011,Medium Frequency
15589,3,01-02-2011,Medium Frequency
15592,1,,Low Frequency
15593,1,,Low Frequency
15594,5,01-09-2011,High Frequency
15596,5,01-12-2010,High Frequency
15597,1,01-11-2011,Low Frequency
15598,1,,Low Frequency
15599,2,,Medium Frequency
15601,14,01-12-2010,High Frequency
15602,9,01-12-2010,High Frequency
15603,1,,Low Frequency
15604,1,,Low Frequency
15605,5,01-12-2010,High Frequency
15606,9,01-03-2011,High Frequency
15607,1,01-01-2011,Low Frequency
15608,4,01-08-2011,Medium Frequency
15609,1,01-06-2011,Low Frequency
15610,1,,Low Frequency
15611,13,01-01-2011,High Frequency
15612,2,01-10-2011,Medium Frequency
15615,23,01-04-2011,High Frequency
15618,4,01-09-2011,Medium Frequency
15619,1,,Low Frequency
15620,3,01-05-2011,Medium Frequency
15621,4,01-12-2011,Medium Frequency
15622,9,01-03-2011,High Frequency
15623,1,,Low Frequency
15624,4,,Medium Frequency
15625,4,01-08-2011,Medium Frequency
15626,2,,Medium Frequency
15628,9,01-12-2010,High Frequency
15630,2,,Medium Frequency
15632,8,01-03-2011,High Frequency
15634,1,,Low Frequency
15636,2,01-03-2011,Medium Frequency
15637,1,,Low Frequency
15639,1,,Low Frequency
